product_name,energy_kcal,energy_kj,protein_g,carbohydrates_g,total_sugar_g,total_fat_g,fibre_g,sodium_g,sub_type,form,class_name,subclass_name,nova,classification_method,class_confidence,subclass_confidence,nova_confidence,needs_review,classification_timestamp
ANGEL INSTANT DRY YEAST,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ANGEL INSTANT DRY YEAST 2 IN,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ANGEL INSTANT DRY YEAST10GX25,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AQUACLEAR PURIFIED DRINKING WATER,0,0,,,,,,0.025,Drinking Water,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AQUAMIST APPLE FLAVOURED WATER,1.4,75.312,,4,,,,14.62,Mineral Water,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AQUAMIST LEMON FLAVOURED WATER,1.4,669.44,,9,,,,14.62,Mineral Water,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AQUAMIST MANGO FLAVOURED WATER,1.4,150.624,,,,,,14.62,Mineral Water,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AQUAMIST MINERAL WATER,0,0,,,,,,14.62,Mineral Water,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_exact,0.99,0.99,0.99,FALSE,2026-04-07T09:21:17.880566+00:00
AQUAMIST MINERAL WATER DISPOSABLE,,,,,,,,,Mineral Water,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.8,0.77,0.79,TRUE,2026-04-07T09:21:17.880566+00:00
AQUAMIST ORANGE FRUTZ DRINK,,,,,,,,,Fruit Drink,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.769,0.739,0.759,TRUE,2026-04-07T09:21:17.880566+00:00
AQUAMIST PINEAPPLE FLAVOURED WATER,1.4,4.184,,,,,,14.62,Mineral Water,Liquid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AQUAMIST PINEAPPLE FRUTZ DRINK,48,272,0.1,12,15,0.1,0.5,10.2,Mango Juice,Liquid,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AQUAMIST SPARKLING WATER,0,0,,,,,,14.62,Sparkling Water,Liquid,WATER,MINERAL WATER,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.84,0.81,0.83,TRUE,2026-04-07T09:21:17.880566+00:00
ARBORIO RICE,,,,,,,,,,,CEREAL GRAINS,PARBOILED RICE,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.769,0.739,0.759,TRUE,2026-04-07T09:21:17.880566+00:00
ARGUS GREEN GRAMS,,,,,,,,,,,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARGUS GREEN GRAMS 25OGMS,,,,,,,,,,,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARGUS POPCORN IMPORTED,,,,,,,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARIZONA MUCHO MANGO F JUIC CCT 500M,,,,,,,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARPO BLENDED SESAME OIL,,,,,,,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARPO FISH SAUCE,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARPO SUPERIOR DARK SOYSAUCE,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.889,0.859,0.879,FALSE,2026-04-07T09:21:17.880566+00:00
ARPO SUPERIOR LIGHT SOY SAUCE,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.912,0.882,0.902,FALSE,2026-04-07T09:21:17.880566+00:00
ARPO SUPERIORLIGHT SOYSAUCE,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.873,0.843,0.863,FALSE,2026-04-07T09:21:17.880566+00:00
ARPO SWEET CHILLI SAUCE,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARPO WHITE RICE VINEGAR,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARYUVA DOUBLE CONCENTRATED TOMATO PASTE,18.5,10.9,106,100,1.18,0.25,,,Food,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARYUVA PREMIUM DARK SOY SAUCE,36,150.62,7,26,22,0,0,7.8,Soy Sauce,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARYUVA PREMIUM LIGHT SOY SAUCE,54,225.93,1,11,9,0,0,6.026,Sauce,Paste,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ARYUVA TOMATO PASTE,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.778,0.748,0.768,TRUE,2026-04-07T09:21:17.880566+00:00
ASANTA GREEN GRAM POLISHED,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.824,0.794,0.814,TRUE,2026-04-07T09:21:17.880566+00:00
ASANTA GREEN LENTILS,116,485.34,20,50,0,0.4,8,0.002,Green Lentils,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ASANTA POPCORN SEEDS,382,1598.29,12,78,0,4,15,0.004,Popcorn Seeds,Solid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ASANTA RICE BLENDED,,,,,,,,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ASANTA RICE LONG GRAIN,,,,,,,,,,,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.811,0.781,0.801,TRUE,2026-04-07T09:21:17.880566+00:00
ASANTA YELLOW BEANS,340,1422.56,14,68,0,2,16,0.04,Yellow Beans,Solid,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ASKEYS TREAT STRAWBERRY,316,1343,0,79,75,0,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ASKEYS TREAT TOFFEE,331,1404,1.4,77,73,2,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS & POTTS DILL MUSTARD SAUCE,485,2000,1.8,11.9,11.5,47.2,0.9,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS & POTTS RANCH DRESSING,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS & POTTS RED ONION & JALAPENO RELISH,211,893,1.2,45.2,43.1,2.2,1.4,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS & POTTS SEA FOOD SAUCE LEMON & DILL,650,2675,2.1,4.1,3.6,69,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS & POTTS TARTARE SAUCE,492,2024,2.4,3.6,2.7,52,1,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS & POTTS TOASTED GARLIC MAYONNAISE,678,2793,2.7,6.2,2.1,71.1,0.8,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS & POTTS WASABI & LIME DRESING,458,1892,1.5,11.2,8.8,45,1,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS & POTTS WASABI MAYONNAISE,598,2464,2.9,5.1,2.8,62.7,1,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
ATKINS& POTTS SALSA DIP,53,239,1.6,9.2,7.2,1.1,1.5,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AVENA VEGETABLE OIL,878,3673.55,,1.72,,97.54,,,Vegetable Oil,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.812,0.782,0.802,TRUE,2026-04-07T09:21:17.880566+00:00
AYAM THAI YELLOW CURRY SAUCE,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AZAAVI MATOKE CHILI CRISPS,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AZAM APPLE PUNCH SPARKLING DRINK,110,460.24,14,2,,5,,0.447,Sparkling Drink,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AZAM CARBONATED ENERGY DRINK,49,205,0.5,11,11,0.1,,,Energy Drink,Liquid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,simulated_lookup_fuzzy,0.756,0.726,0.746,TRUE,2026-04-07T09:21:17.880566+00:00
AZAM MALTI COFFEE MOCHA DARK MALT DRINK,,,,,,,,,Malt Drink,Liquid,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AZAM MALTI DRINK COFFEE,18,84,0,4,0,0,0,0.005,Malti Drink,Liquid,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
AZAM UKWAJU TAMARIND FRUIT JUICE DRINK,56,234.304,,14,13,,,0.02,Juice Drink,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,simulated_lookup_fuzzy,0.738,0.708,0.728,TRUE,2026-04-07T09:21:17.880566+00:00
BAHARI FRY VEGETABLE OIL,884,3569,,,,100,,,Vegetable Oil,Liquid,COOKING OIL,VEGETABLE OIL,Processed Culinary Ingredients,simulated_lookup_fuzzy,0.8,0.77,0.79,TRUE,2026-04-07T09:21:17.880566+00:00
BAILI BREAD CRUMBS,385,1614,12,72.9,4.6,4.6,,0.472,Bread Crumbs,Solid,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKALLAND BA COCOA AND MILK KID CEREAL BAR,1100,4606.22,13.2432,197.297,16.7568,21.6216,13.7838,,Cereal Bar,Solid,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE KING PREMIUM LIGHT JAGGERY,383,1602.47,0.4,97,,0.1,0.6,,Jaggery,Solid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ CHILI LEMON SNACK,,,,,,,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ KETCHUP SNACK,,,,,,,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ MIX CHEESE SNACK,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ OLIVE SNACK,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ PIZZA SNACK,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ SALT VINEGAR SNACK,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ SPICY CHEESE SNACK,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ SPICY KEBAB SNACK,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKE ROLZ SWEET CHILI SNACK,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKERS BLUE LABEL MARIE BISCUITS,423,1772,8.3,74,21.7,9.5,1.7,0.377,Biscuits,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKERS CHOCOLATE-O-BREAK BISCUITS,,,,,,,,,,,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKERS CLASSIC ROMANY CREAMS CHOCOLATE BISCUITS,481,2012,7.6,64,33.8,21.3,2.2,0.466,Biscuits,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKERS EET SUM MOR SHORTBREAD BISCUITS,525.926,2200.47,3.7037,55.5556,11.1111,29.6296,,0.511111,Biscuits,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKERS ORIGINAL ROMANY CREAMS MINT CHOCOLATE COCONUT BISCUITS,499,2089,5.5,,29.5,25.6,5,0.479,Biscuits,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKERS ORIGINAL TOPPER VANILLA CREAM BISCUITS,,,,,,,,,Biscuits,Solid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKERS TENNIS DOUBLE BISCUITS CREAM,,,,,,,,,,,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKEX BROWN BREAD FLOUR,,,,,,,,,,Powder,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.909,0.879,0.899,FALSE,2026-04-07T09:21:17.880566+00:00
BAKEX SEMOLINA (SOOJI/RAAVA),,,,,,,,,,Powder,UNRESOLVED,UNRESOLVED,Unknown,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAKEX WHITE BREAD FLOUR,,,,,,,,,,Powder,WHEAT FLOUR,WHEAT FLOUR,Unprocessed/Minimally processed foods,simulated_lookup_fuzzy,0.727,0.697,0.717,TRUE,2026-04-07T09:21:17.880566+00:00
BALLON CHICLE BUBBLE GUM,,,,,,,,,Bubble Gum,Solid,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA ANGEL HAIR NO 1 PASTA,364,1522.98,12.6,70.9,3.5,2,3,0.005,Pasta,Solid,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA CHIFFERI ELBOWS PASTA,364,1522.98,12.6,70.9,3.5,2,3,0.005,Pasta,Solid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA CHILLI PEPPER ARRABBIATA SAUCE,70,292.8,1,7,,3,,,Sauce,Paste,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA COLLEZIONE TAGLIATELLE PASTA,359,1502.06,12,71,,2,,,Pasta,Solid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA FETTUCCINE PASTA,359,1502.06,12,71,,2,,0.013,Pasta,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA LASAGNE NO 189 PASTA,142,594.128,4,10,,9,,,Pasta,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA LINGUINE NO 13 PASTA,364,1522.98,12.8,70.9,3.5,2,3,0.005,Pasta,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA N.3 SPAGHETTINI PASTA,364,1522.98,12.8,70.9,3.5,2,3,0.005,Spaghettini Pasta,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA N.5 SPAGHETTI PASTA,364,1522.98,12.8,70.9,3.5,2,3,0.005,Spaghetti Pasta,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA N65 FARFALLE DURUM WHEAT PASTA,359,1502.06,12,71,3,2,,,Pasta,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA RIGATE PENNE PASTA,364,1522.98,12.5,71.2,3.5,2,3,0.005,Pasta,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA SPAGHETTONI NO 7 PASTA,158,661.072,4,17,1,18,31,0.005,Pasta,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BARILLA SUGO OLIVE WITH ITALIAN TOMATOES SAUCE,77,322,1.9,6.2,4.8,4.5,2.1,,Sauce,Paste,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAVARIA 0.0 APPLE NON ALCOHOLIC MALT DRINK,30,126,1,7.9,7.6,1,,,Malt Drink,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAVARIA 0.0 ORIGINAL NON ALCOHOLIC MALT DRINK,24,100.416,,5,3,,,0.002,Malt Drink,Liquid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAYARA CHILLI POWDER,435,1820,14,51,6,19,31,0.401,Chilli Powder,Powder,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAYARA WHOLE GARAM MASALA,300,1252,10,70,,10,40,0.15,Garam Masala,Solid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAZOOKA BIG BABY POP COLA AND RASPBERRY CANDY,121,506,0,30,29,0,0,,Candy,Solid,WHEAT FLOUR,WHEAT FLOUR - ATTA,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAZOOKA BIG BABY POP SOUR STRAWBERRY CANDY,383,1627,0.2,95.3,87,0.02,0.02,2.00E-05,Candy,Solid,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAZOOKA BIG POP BLACKCURRANT,,,,,,,,,Candy,Solid,WHOLE MILK,FRESH MILK,Unprocessed/Minimally processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAZOOKA PUSH POP BLACKCURRANT,355.556,1487.64,5.55556,77.7778,55.5556,1.77778,,,Candy,Solid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAZOOKA PUSH POP BLUE RASPBERRY AND COLA CANDY,1220,5104.67,0,100,64.6667,0,0,0.113333,Candy,Solid,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BAZOOKA XTREME JUICY DROP CANDY,,,,,,,,,,,ENERGY DRINKS,ENERGY DRINKS,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
BEACON MAYNARDS FRUITY MINI ENERJELLY TEDDIES,,,,,,,,,Enerjelly Teddies,Solid,FRUIT DRINKS/SWEETENED JUICES & BOTTLED TEAS,FRUIT DRINKS/SWEETENED JUICE,Ultra-processed foods,unresolved,0,0,0,TRUE,2026-04-07T09:21:17.880566+00:00
